Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.)
17460.9375,0.001684152012,17460.9375,0.003144985574,17460.9375,0.007102483663,17460.9375,1.280048937,17460.9375,0.1528825969,17460.9375,0.01971515473
17484.375,0.003008337483,17484.375,0.006174578134,17484.375,0.03444755508,17484.375,1.208656803,17484.375,0.1320582712,17484.375,0.07704813865
17507.8125,0.006283085195,17507.8125,0.002010942491,17507.8125,0.05396782048,17507.8125,0.6470564442,17507.8125,0.1087951644,17507.8125,0.04388594267
17531.25,0.005566524279,17531.25,0.001816737808,17531.25,0.02298413031,17531.25,0.9211802364,17531.25,0.07085045014,17531.25,0.05141379654
17554.6875,0.003078053753,17554.6875,0.001283296685,17554.6875,0.04689138662,17554.6875,0.8075242474,17554.6875,0.06052728847,17554.6875,0.06679969992
17578.125,0.003503600185,17578.125,0.002457476154,17578.125,0.05002277083,17578.125,0.6583836351,17578.125,0.03836265399,17578.125,0.0949583791
17601.5625,0.01018621353,17601.5625,0.003309261003,17601.5625,0.03886330572,17601.5625,2.088100069,17601.5625,0.1131956633,17601.5625,0.0574776117
17625,0.004750720188,17625,0.005183316164,17625,0.03633849618,17625,2.021682893,17625,0.04648944506,17625,0.05230210951
17648.4375,0.005638697778,17648.4375,0.002318293713,17648.4375,0.04547044591,17648.4375,2.24440541,17648.4375,0.07291842127,17648.4375,0.0675509612
17671.875,0.002866130649,17671.875,0.0008399985201,17671.875,0.03545598657,17671.875,1.217423145,17671.875,0.06192142831,17671.875,0.09941630019
17695.3125,0.004834147224,17695.3125,0.0009691286428,17695.3125,0.04290964717,17695.3125,2.126181789,17695.3125,0.1274279213,17695.3125,0.07179874197
17718.75,0.01055110585,17718.75,0.004159177199,17718.75,0.06127754481,17718.75,1.813087347,17718.75,0.06237721499,17718.75,0.07362791002
17742.1875,0.001432001869,17742.1875,0.001410759384,17742.1875,0.009800956641,17742.1875,0.6466699463,17742.1875,0.07843395458,17742.1875,0.09903325187
17765.625,0.001508607876,17765.625,0.004350853999,17765.625,0.02262135672,17765.625,1.046334417,17765.625,0.1006277828,17765.625,0.05311327188
17789.0625,0.007802003924,17789.0625,0.003443449728,17789.0625,0.0189011603,17789.0625,0.5532934994,17789.0625,0.06846463171,17789.0625,0.01098632628
17812.5,0.005940239806,17812.5,0.001911579001,17812.5,0.02519157066,17812.5,0.3002283389,17812.5,0.0730314781,17812.5,0.02869512816
17835.9375,0.003562521034,17835.9375,0.0004288111283,17835.9375,0.03920632849,17835.9375,1.242492098,17835.9375,0.04656005872,17835.9375,0.01605180257
17859.375,0.009358814701,17859.375,0.003637078608,17859.375,0.01981331361,17859.375,3.048361299,17859.375,0.09680857584,17859.375,0.05394795525
17882.8125,0.007506778742,17882.8125,0.005240411507,17882.8125,0.01867949074,17882.8125,2.549455341,17882.8125,0.1153253684,17882.8125,0.06654722683
17906.25,0.005849629974,17906.25,0.002579514225,17906.25,0.05705988255,17906.25,2.488742028,17906.25,0.09730203791,17906.25,0.04959596864
17929.6875,0.01168796959,17929.6875,0.01019440171,17929.6875,0.03434558781,17929.6875,0.9665403885,17929.6875,0.09236664039,17929.6875,0.0315887975
17953.125,0.002399582419,17953.125,0.006185758891,17953.125,0.04767858535,17953.125,2.157436733,17953.125,0.1084324272,17953.125,0.03980990695
17976.5625,0.005752496845,17976.5625,0.007859391101,17976.5625,0.06133690467,17976.5625,3.494403621,17976.5625,0.06634238184,17976.5625,0.08012232303
18000,0.01434555796,18000,0.00765294594,18000,0.02887213577,18000,4.11987231,18000,0.1143979032,18000,0.07650934172
18023.4375,0.01113472241,18023.4375,0.003279969836,18023.4375,0.04965361432,18023.4375,2.201569897,18023.4375,0.08844954214,18023.4375,0.03684479448
18046.875,0.003129005333,18046.875,0.01054941928,18046.875,0.0060466961,18046.875,1.483724691,18046.875,0.08980046346,18046.875,0.01922664841
18070.3125,0.005295117382,18070.3125,0.004100552893,18070.3125,0.006890272087,18070.3125,1.959579162,18070.3125,0.06257880804,18070.3125,0.03155148861
18093.75,0.009640192007,18093.75,0.00562259463,18093.75,0.03951559044,18093.75,1.890583883,18093.75,0.0873899966,18093.75,0.06017325408
18117.1875,0.004270888378,18117.1875,0.004030741081,18117.1875,0.02578409636,18117.1875,2.673983058,18117.1875,0.0936391616,18117.1875,0.08355996356
18140.625,0.008960355168,18140.625,0.006645298916,18140.625,0.02953385951,18140.625,0.8951067067,18140.625,0.0734918068,18140.625,0.07803834545
18164.0625,0.004877473565,18164.0625,0.0009548595798,18164.0625,0.04742378863,18164.0625,3.119299805,18164.0625,0.05284252751,18164.0625,0.08185343921
18187.5,0.01041944609,18187.5,0.004821926217,18187.5,0.01146386349,18187.5,1.101962873,18187.5,0.03062256303,18187.5,0.05987322008
18210.9375,0.005338333177,18210.9375,0.005285443632,18210.9375,0.02302873383,18210.9375,1.02607664,18210.9375,0.0995210747,18210.9375,0.02338090729
18234.375,0.01047385019,18234.375,0.005076658821,18234.375,0.06578305551,18234.375,0.2351052715,18234.375,0.05678590679,18234.375,0.06225696328
18257.8125,0.004566019851,18257.8125,0.01814684511,18257.8125,0.01901557875,18257.8125,0.5630776374,18257.8125,0.04944842275,18257.8125,0.05455110909
18281.25,0.01382390005,18281.25,0.005397781632,18281.25,0.02758625242,18281.25,1.478541357,18281.25,0.07820930448,18281.25,0.02282026186
18304.6875,0.004351744104,18304.6875,0.01113313092,18304.6875,0.02954827552,18304.6875,2.890690685,18304.6875,0.07827140958,18304.6875,0.0215771902
18328.125,0.01126384692,18328.125,0.0183544399,18328.125,0.03688009907,18328.125,0.9956266372,18328.125,0.01755802543,18328.125,0.02088260095
18351.5625,0.01688730282,18351.5625,0.009378446648,18351.5625,0.04420071299,18351.5625,2.204382036,18351.5625,0.03533187256,18351.5625,0.030258717
18375,0.01292505316,18375,0.001405213873,18375,0.01865576295,18375,0.1243264596,18375,0.0677974058,18375,0.01494396863
18398.4375,0.002270475972,18398.4375,0.005654716874,18398.4375,0.0384064505,18398.4375,1.912703724,18398.4375,0.00552798303,18398.4375,0.05680601796
18421.875,0.01225462859,18421.875,0.005897179599,18421.875,0.05498255576,18421.875,1.857623393,18421.875,0.02010365781,18421.875,0.05126693873
18445.3125,0.009511579648,18445.3125,0.008985366001,18445.3125,0.01787079244,18445.3125,0.8761189469,18445.3125,0.04017990275,18445.3125,0.04924705654
18468.75,0.007725274286,18468.75,0.004995948501,18468.75,0.01806251259,18468.75,1.132293171,18468.75,0.01574472906,18468.75,0.04613107923
18492.1875,0.005048401183,18492.1875,0.001802316452,18492.1875,0.01903462215,18492.1875,1.544268752,18492.1875,0.03028516449,18492.1875,0.06991183006
18515.625,0.007435515231,18515.625,0.002731311698,18515.625,0.0231568458,18515.625,0.5273997588,18515.625,0.02026017195,18515.625,0.02500883703
18539.0625,0.005136361921,18539.0625,0.006322753242,18539.0625,0.0525387336,18539.0625,2.088273544,18539.0625,0.04586519184,18539.0625,0.07353713564
18562.5,0.02733512945,18562.5,0.006591364747,18562.5,0.04321053872,18562.5,1.486054141,18562.5,0.06576347318,18562.5,0.04906207605
18585.9375,0.01237917127,18585.9375,0.01257942627,18585.9375,0.02405405916,18585.9375,0.3364204113,18585.9375,0.06693969723,18585.9375,0.03713184175
18609.375,0.007229601392,18609.375,0.01199095829,18609.375,0.05490970015,18609.375,1.759334289,18609.375,0.04128589054,18609.375,0.02288988088
18632.8125,0.004699503444,18632.8125,0.004391600851,18632.8125,0.01922332032,18632.8125,2.999913617,18632.8125,0.03182252179,18632.8125,0.01260321279
18656.25,0.005535995331,18656.25,0.013695029,18656.25,0.03776356215,18656.25,1.045443756,18656.25,0.009792211895,18656.25,0.02207451462
18679.6875,0.008657078701,18679.6875,0.005552040764,18679.6875,0.02675652719,18679.6875,0.5797549494,18679.6875,0.01313634281,18679.6875,0.02564225506
18703.125,0.002808156828,18703.125,0.006053474274,18703.125,0.01484353931,18703.125,1.347366808,18703.125,0.02670533433,18703.125,0.01523313204
18726.5625,0.002256222689,18726.5625,0.006529487526,18726.5625,0.02771915291,18726.5625,2.776645324,18726.5625,0.02247120687,18726.5625,0.03256146519
18750,0.01292033798,18750,0.01483844789,18750,0.01217538717,18750,0.849219761,18750,0.02331183584,18750,0.01243851407
18773.4375,0.003760267915,18773.4375,0.006835352666,18773.4375,0.03789064492,18773.4375,1.212287957,18773.4375,0.05231271266,18773.4375,0.03210248986
18796.875,0.009657334365,18796.875,0.005137797934,18796.875,0.02398217278,18796.875,3.223936545,18796.875,0.06160165256,18796.875,0.05490183876
18820.3125,0.00422240692,18820.3125,0.009646647234,18820.3125,0.06862441639,18820.3125,1.788482978,18820.3125,0.006067671543,18820.3125,0.03673351445
18843.75,0.002525376817,18843.75,0.01271313664,18843.75,0.03418896142,18843.75,2.48022508,18843.75,0.03140497464,18843.75,0.03576236322
18867.1875,0.007009246862,18867.1875,0.006325326365,18867.1875,0.02670768404,18867.1875,2.46408916,18867.1875,0.05024126105,18867.1875,0.02979068022
18890.625,0.01195523942,18890.625,0.003243721621,18890.625,0.01969552812,18890.625,0.5087281595,18890.625,0.06660148566,18890.625,0.0105216691
18914.0625,0.00576629247,18914.0625,0.003466459705,18914.0625,0.02745487122,18914.0625,0.6200758761,18914.0625,0.0293441866,18914.0625,0.04258174342
18937.5,0.005580387508,18937.5,0.008240441201,18937.5,0.02451514519,18937.5,1.792743153,18937.5,0.02232325766,18937.5,0.04787657841
18960.9375,0.009952512186,18960.9375,0.003670105912,18960.9375,0.03844313848,18960.9375,2.273127904,18960.9375,0.03614344258,18960.9375,0.03371311023
18984.375,0.006212567287,18984.375,0.001705728415,18984.375,0.00943972885,18984.375,0.9264906694,18984.375,0.01717544563,18984.375,0.009030702121
19007.8125,0.008774100011,19007.8125,0.006364085367,19007.8125,0.03328058221,19007.8125,1.210550863,19007.8125,0.0255899081,19007.8125,0.008095070511
19031.25,0.008083347233,19031.25,0.003955125341,19031.25,0.02877602168,19031.25,0.4180876059,19031.25,0.04296372312,19031.25,0.04229366257
19054.6875,0.007469516827,19054.6875,0.008079397331,19054.6875,0.01788743392,19054.6875,1.557586222,19054.6875,0.04921500235,19054.6875,0.04140421209
19078.125,0.007650435106,19078.125,0.003891757079,19078.125,0.05932026918,19078.125,2.082937494,19078.125,0.03399006451,19078.125,0.08316496049
19101.5625,0.006731276788,19101.5625,0.005392645417,19101.5625,0.02084949535,19101.5625,0.1401131802,19101.5625,0.06612044052,19101.5625,0.04187202288
19125,0.00816297758,19125,0.008901407292,19125,0.05903212874,19125,0.873890048,19125,0.002708373357,19125,0.03136713011
19148.4375,0.001876152465,19148.4375,0.01027363299,19148.4375,0.03705269543,19148.4375,2.439269958,19148.4375,0.0618138632,19148.4375,0.02597011205
19171.875,0.004706323187,19171.875,0.002818956654,19171.875,0.0649355437,19171.875,2.521028175,19171.875,0.01740230294,19171.875,0.0348783966
19195.3125,0.007746356079,19195.3125,0.004274194082,19195.3125,0.02007531039,19195.3125,1.933366201,19195.3125,0.05892541166,19195.3125,0.02478293257
19218.75,0.007675217578,19218.75,0.0121241391,19218.75,0.02005830436,19218.75,1.416288063,19218.75,0.03631682856,19218.75,0.0520019815
19242.1875,0.005535104789,19242.1875,0.005047184377,19242.1875,0.02874290438,19242.1875,1.077516408,19242.1875,0.04567363003,19242.1875,0.026714836
19265.625,0.006822380084,19265.625,0.009625359505,19265.625,0.0376538489,19265.625,4.486057521,19265.625,0.01548278889,19265.625,0.02525691266
19289.0625,0.01120533227,19289.0625,0.009997802764,19289.0625,0.03331577772,19289.0625,1.473260504,19289.0625,0.02598364262,19289.0625,0.01138445693
19312.5,0.008117296295,19312.5,0.002934000981,19312.5,0.0170960305,19312.5,2.951916901,19312.5,0.02932947968,19312.5,0.05644644964
19335.9375,0.01122827898,19335.9375,0.01772235267,19335.9375,0.04078201817,19335.9375,3.49611777,19335.9375,0.04425364496,19335.9375,0.04252889709
19359.375,0.01182053571,19359.375,0.0006535855277,19359.375,0.03179341113,19359.375,2.145911841,19359.375,0.0152078294,19359.375,0.03457996089
19382.8125,0.004584482211,19382.8125,0.005914580596,19382.8125,0.008502377843,19382.8125,0.8408032148,19382.8125,0.0508201823,19382.8125,0.01824910582
19406.25,0.01287358483,19406.25,0.003748139356,19406.25,0.01734357706,19406.25,1.230251289,19406.25,0.08172635993,19406.25,0.0304762543
19429.6875,0.004181556213,19429.6875,0.005039295471,19429.6875,0.01940939356,19429.6875,0.7037666391,19429.6875,0.05379545392,19429.6875,0.007817625761
19453.125,0.007560188204,19453.125,0.0112881272,19453.125,0.02649782783,19453.125,1.092600973,19453.125,0.05149852477,19453.125,0.01242743473
19476.5625,0.01479825465,19476.5625,0.005083844715,19476.5625,0.03693955119,19476.5625,0.7399946235,19476.5625,0.02279203655,19476.5625,0.005527499768
19500,0.009819709542,19500,0.006539569232,19500,0.04077800992,19500,1.405624241,19500,0.05992631975,19500,0.008447756016
19523.4375,0.003820072642,19523.4375,0.01011898775,19523.4375,0.02903165941,19523.4375,1.699325708,19523.4375,0.02665756901,19523.4375,0.02971994086
19546.875,0.0117077707,19546.875,0.007078056589,19546.875,0.009037857356,19546.875,1.36884866,19546.875,0.04759443239,19546.875,0.01448896676
19570.3125,0.001224264143,19570.3125,0.006318954968,19570.3125,0.02326205553,19570.3125,1.446112409,19570.3125,0.093654994,19570.3125,0.0214059181
19593.75,0.005586408521,19593.75,0.00862919483,19593.75,0.01451159683,19593.75,4.136653714,19593.75,0.08285792182,19593.75,0.01645915286
19617.1875,0.007112046668,19617.1875,0.008226593417,19617.1875,0.03059449275,19617.1875,3.024861612,19617.1875,0.04251723174,19617.1875,0.0133345766
19640.625,0.01006395737,19640.625,0.01058645024,19640.625,0.01676852234,19640.625,1.265717587,19640.625,0.01970904645,19640.625,0.01627696975
19664.0625,0.006469242143,19664.0625,0.005725254781,19664.0625,0.01933659125,19664.0625,2.487289302,19664.0625,0.01900363583,19664.0625,0.0157371516
19687.5,0.005059272578,19687.5,0.004912289829,19687.5,0.02931496226,19687.5,2.489569923,19687.5,0.01583854856,19687.5,0.01947961342
19710.9375,0.0150148469,19710.9375,0.004890634955,19710.9375,0.0417250434,19710.9375,0.8898465841,19710.9375,0.02136185002,19710.9375,0.02143808566
19734.375,0.003431441081,19734.375,0.008822654098,19734.375,0.04058865451,19734.375,2.950884726,19734.375,0.04339822449,19734.375,0.02563583755
19757.8125,0.006682088001,19757.8125,0.002444210499,19757.8125,0.02728989792,19757.8125,1.678054638,19757.8125,0.0132208104,19757.8125,0.03550445573
19781.25,0.006437497669,19781.25,0.009236189417,19781.25,0.02574568542,19781.25,1.774690742,19781.25,0.04339932581,19781.25,0.04104697206
19804.6875,0.002350470984,19804.6875,0.007488236013,19804.6875,0.01568010365,19804.6875,1.220787787,19804.6875,0.0395658265,19804.6875,0.03964589462
19828.125,0.002523395998,19828.125,0.003590367019,19828.125,0.04356394023,19828.125,1.751991866,19828.125,0.01883558977,19828.125,0.02122758813
19851.5625,0.005048491052,19851.5625,0.006672476778,19851.5625,0.02968788586,19851.5625,0.7763140048,19851.5625,0.006873282414,19851.5625,0.00919472668
19875,0.003670347783,19875,0.009062468337,19875,0.04851953675,19875,0.545819033,19875,0.03500084554,19875,0.01272712854
19898.4375,0.01673564682,19898.4375,0.00225932138,19898.4375,0.009452127293,19898.4375,1.470220393,19898.4375,0.01756436455,19898.4375,0.01086083312
19921.875,0.01062477031,19921.875,0.007732595747,19921.875,0.002750436757,19921.875,0.5900932555,19921.875,0.0277863414,19921.875,0.02595001757
19945.3125,0.007049989773,19945.3125,0.006424077681,19945.3125,0.006375003213,19945.3125,1.764099352,19945.3125,0.008773902864,19945.3125,0.01960919235
19968.75,0.002891357469,19968.75,0.004656736709,19968.75,0.0232390747,19968.75,0.7172403335,19968.75,0.03475142982,19968.75,0.01802743693
19992.1875,0.01185964716,19992.1875,0.005418396181,19992.1875,0.004946147768,19992.1875,2.260553868,19992.1875,0.03633811986,19992.1875,0.03075277633
20015.625,0.004682232792,20015.625,0.009751872697,20015.625,0.01812173121,20015.625,3.39576538,20015.625,0.0329930285,20015.625,0.02909452309
20039.0625,0.01365649185,20039.0625,0.006126029364,20039.0625,0.03573360133,20039.0625,0.8360198119,20039.0625,0.01430705204,20039.0625,0.01684484724
20062.5,0.02049651999,20062.5,0.007960664602,20062.5,0.04593414505,20062.5,0.1812194289,20062.5,0.01977329906,20062.5,0.02196455535
20085.9375,0.005458833984,20085.9375,0.006138511193,20085.9375,0.00869502171,20085.9375,0.8348538991,20085.9375,0.03382377208,20085.9375,0.01590981183
20109.375,0.0108984983,20109.375,0.009698497717,20109.375,0.03895409887,20109.375,0.5555868267,20109.375,0.02328968384,20109.375,0.01505673843
20132.8125,0.009138986612,20132.8125,0.008578281417,20132.8125,0.01170575493,20132.8125,0.9674946074,20132.8125,0.01565037611,20132.8125,0.009001007372
20156.25,0.01142803637,20156.25,0.005056723489,20156.25,0.02252191078,20156.25,1.588004486,20156.25,0.003116464009,20156.25,0.02421767667
20179.6875,0.008041510258,20179.6875,0.007567864218,20179.6875,0.019490603,20179.6875,0.8579596331,20179.6875,0.01718268607,20179.6875,0.01373643838
20203.125,0.008731448997,20203.125,0.002916739732,20203.125,0.03420923597,20203.125,0.7635138744,20203.125,0.02126324646,20203.125,0.009096509328
20226.5625,0.02022338051,20226.5625,0.004045209263,20226.5625,0.02154031737,20226.5625,1.12044277,20226.5625,0.01430697748,20226.5625,0.008510263398
20250,0.008263121685,20250,0.004557417818,20250,0.03798743351,20250,0.3933664823,20250,0.0201641773,20250,0.02558435512
20273.4375,0.00543429081,20273.4375,0.001091630186,20273.4375,0.02139235031,20273.4375,0.7791020999,20273.4375,0.01271281517,20273.4375,0.02588924489
20296.875,0.01100216633,20296.875,0.005706910832,20296.875,0.008255425082,20296.875,0.2690046102,20296.875,0.03652691973,20296.875,0.002915423737
20320.3125,0.005763763032,20320.3125,0.01207557905,20320.3125,0.03558070936,20320.3125,0.2790717583,20320.3125,0.03024709468,20320.3125,0.01172358881
20343.75,0.01156165199,20343.75,0.008236572354,20343.75,0.04299352798,20343.75,0.1700229827,20343.75,0.01134088531,20343.75,0.01961777703
20367.1875,0.008392455508,20367.1875,0.002974931548,20367.1875,0.01382976775,20367.1875,1.126184158,20367.1875,0.009558448366,20367.1875,0.01866050172
20390.625,0.005111057057,20390.625,0.006752246193,20390.625,0.05278621379,20390.625,0.1576731799,20390.625,0.01738207211,20390.625,0.02176467502
20414.0625,0.008182221253,20414.0625,0.006072895918,20414.0625,0.01597749427,20414.0625,1.673625838,20414.0625,0.01771884058,20414.0625,0.02289638447
20437.5,0.003251506644,20437.5,0.008794035226,20437.5,0.003575295209,20437.5,0.05824477042,20437.5,0.007784809154,20437.5,0.01456401319
20460.9375,0.01933997251,20460.9375,0.004908917664,20460.9375,0.04884933368,20460.9375,0.3546064969,20460.9375,0.02321275264,20460.9375,0.00775953925
20484.375,0.003756498799,20484.375,0.004003924603,20484.375,0.02979674554,20484.375,0.1866255713,20484.375,0.01553875935,20484.375,0.01246727162
20507.8125,0.006102054095,20507.8125,0.003386276625,20507.8125,0.02132584913,20507.8125,0.7680175868,20507.8125,0.01649213564,20507.8125,0.01610984055
20531.25,0.0001432210188,20531.25,0.003561360306,20531.25,0.04710134915,20531.25,1.900403121,20531.25,0.01996056284,20531.25,0.01075767103
20554.6875,0.007047735979,20554.6875,0.004327726453,20554.6875,0.01542734271,20554.6875,0.3708173582,20554.6875,0.009179847212,20554.6875,0.01268417026
20578.125,0.01032866648,20578.125,0.002580483145,20578.125,0.03310667242,20578.125,1.60602646,20578.125,0.0288534326,20578.125,0.01881636964
20601.5625,0.01202090693,20601.5625,0.004481574822,20601.5625,0.0266047514,20601.5625,2.130333722,20601.5625,0.04133858912,20601.5625,0.01509182279
20625,0.005674338939,20625,0.01094894365,20625,0.02829245783,20625,0.7836738097,20625,0.005392889055,20625,0.02916590311
20648.4375,0.01095165924,20648.4375,0.001348871955,20648.4375,0.02738565782,20648.4375,1.232444491,20648.4375,0.03433170942,20648.4375,0.01776064407
20671.875,0.009967796517,20671.875,0.002951556781,20671.875,0.00861657581,20671.875,0.4423552668,20671.875,0.02790454784,20671.875,0.006849613072
20695.3125,0.009436572144,20695.3125,0.007896724718,20695.3125,0.02529621608,20695.3125,0.8435620488,20695.3125,0.02550926453,20695.3125,0.02128824453
20718.75,0.01224897914,20718.75,0.007734235465,20718.75,0.0496046612,20718.75,0.9407295904,20718.75,0.05569462382,20718.75,0.02338742511
20742.1875,0.01162963961,20742.1875,0.008578132811,20742.1875,0.03358164646,20742.1875,1.004602745,20742.1875,0.01887462539,20742.1875,0.005250835117
20765.625,0.008773335959,20765.625,0.008010296717,20765.625,0.02031644286,20765.625,0.7606499802,20765.625,0.01503112557,20765.625,0.001317768172
20789.0625,0.01017564453,20789.0625,0.002123883775,20789.0625,0.02734656749,20789.0625,1.562360711,20789.0625,0.03436774228,20789.0625,0.01637438734
20812.5,0.002073449082,20812.5,0.005900921312,20812.5,0.03220666667,20812.5,0.3950062073,20812.5,0.06499316141,20812.5,0.01028293005
20835.9375,0.008632724643,20835.9375,0.005208948625,20835.9375,0.06575276777,20835.9375,1.511937622,20835.9375,0.0483466743,20835.9375,0.0085754409
20859.375,0.009461255953,20859.375,0.008074610782,20859.375,0.01626742592,20859.375,0.857105792,20859.375,0.01617079905,20859.375,0.01634036687
20882.8125,0.008113839473,20882.8125,0.00271283234,20882.8125,0.04342587998,20882.8125,0.6317714778,20882.8125,0.03452123303,20882.8125,0.01225289787
20906.25,0.006663404728,20906.25,0.006081139004,20906.25,0.008606426431,20906.25,0.8666231357,20906.25,0.0676891916,20906.25,0.002197850532
20929.6875,0.009535455464,20929.6875,0.006622685596,20929.6875,0.005187272666,20929.6875,1.734372954,20929.6875,0.04921953967,20929.6875,0.01498144393
20953.125,0.01694432331,20953.125,0.005036890676,20953.125,0.01513325578,20953.125,0.9454299756,20953.125,0.03401803251,20953.125,0.008261084149
20976.5625,0.002736728795,20976.5625,0.005386168103,20976.5625,0.0205657621,20976.5625,0.4618127683,20976.5625,0.04014752288,20976.5625,0.005435904543
21000,0.01204315214,21000,0.008603652625,21000,0.06913107705,21000,0.7333552296,21000,0.06560238232,21000,0.001769690189
21023.4375,0.008475966775,21023.4375,0.002165917108,21023.4375,0.02418575081,21023.4375,1.66757249,21023.4375,0.04460063944,21023.4375,0.00843992881
21046.875,0.01325569828,21046.875,0.009889634348,21046.875,0.03391390409,21046.875,0.6455429019,21046.875,0.04102464717,21046.875,0.01142535302
21070.3125,0.004804671469,21070.3125,0.01361626906,21070.3125,0.04744765248,21070.3125,2.102805946,21070.3125,0.04032740583,21070.3125,0.01466864193
21093.75,0.00717178897,21093.75,0.008158716381,21093.75,0.03805598248,21093.75,0.6053820707,21093.75,0.04795581008,21093.75,0.01865476182
21117.1875,0.007556654954,21117.1875,0.004102048408,21117.1875,0.02397210223,21117.1875,0.4348591124,21117.1875,0.03034248077,21117.1875,0.01644687415
21140.625,0.003784083886,21140.625,0.003614462342,21140.625,0.03732277632,21140.625,1.124862678,21140.625,0.02981310045,21140.625,0.003983895064
21164.0625,0.00862844416,21164.0625,0.003272488191,21164.0625,0.02162684301,21164.0625,1.352934054,21164.0625,0.02469050902,21164.0625,0.006192498358
21187.5,0.01084321953,21187.5,0.01263556831,21187.5,0.05245230034,21187.5,1.117650852,21187.5,0.005022541427,21187.5,0.00937860881
21210.9375,0.003454151779,21210.9375,0.005993282705,21210.9375,0.04717662331,21210.9375,1.010666562,21210.9375,0.03113997657,21210.9375,0.01557413134
21234.375,0.02972800349,21234.375,0.001642219123,21234.375,0.05793978285,21234.375,1.348370918,21234.375,0.04301329864,21234.375,0.01531933347
21257.8125,0.001947404719,21257.8125,0.01724746394,21257.8125,0.02512529942,21257.8125,1.898043244,21257.8125,0.05531070495,21257.8125,0.00898501358
21281.25,0.008917989777,21281.25,0.004151663101,21281.25,0.03709430659,21281.25,0.9427392551,21281.25,0.06043759621,21281.25,0.01128561167
21304.6875,0.01629287425,21304.6875,0.008146493969,21304.6875,0.01707910872,21304.6875,0.7365928918,21304.6875,0.03048174723,21304.6875,0.01577872395
21328.125,0.02661515592,21328.125,0.002406479456,21328.125,0.06066027473,21328.125,0.8786313451,21328.125,0.04884685008,21328.125,0.009175677953
21351.5625,0.002606551736,21351.5625,0.01360570794,21351.5625,0.02785447735,21351.5625,0.4608311349,21351.5625,0.0560497746,21351.5625,0.01102699502
21375,0.03300200037,21375,0.008987198852,21375,0.04148947975,21375,2.152679279,21375,0.02863217897,21375,0.01368147798
21398.4375,0.009894260205,21398.4375,0.005360305345,21398.4375,0.05641651428,21398.4375,1.038437428,21398.4375,0.01326455517,21398.4375,0.0107996712
21421.875,0.01504964129,21421.875,0.007016287741,21421.875,0.07379604382,21421.875,0.9026010697,21421.875,0.01407854091,21421.875,0.02368506707
21445.3125,0.006948223934,21445.3125,0.01532184036,21445.3125,0.01137604481,21445.3125,0.1454594905,21445.3125,0.008532021336,21445.3125,0.02879768995
21468.75,0.01331605392,21468.75,0.007190133045,21468.75,0.01904950313,21468.75,1.015965415,21468.75,0.009293844635,21468.75,0.03104153644
21492.1875,0.01634831091,21492.1875,0.002016833173,21492.1875,0.009662447789,21492.1875,2.017275454,21492.1875,0.03086588357,21492.1875,0.02867257589
21515.625,0.01741309808,21515.625,0.004997937906,21515.625,0.03208630537,21515.625,0.2044164673,21515.625,0.03752929679,21515.625,0.01412402859
21539.0625,0.01111991026,21539.0625,0.008730693416,21539.0625,0.03519738546,21539.0625,1.982371429,21539.0625,0.02236294599,21539.0625,0.02895808409
21562.5,0.01268375636,21562.5,0.01320403412,21562.5,0.05194300929,21562.5,1.043789417,21562.5,0.02713657312,21562.5,0.03193532665
21585.9375,0.008025320462,21585.9375,0.004896429332,21585.9375,0.02848102812,21585.9375,0.3327545898,21585.9375,0.04011539072,21585.9375,0.03525377425
21609.375,0.0076731309,21609.375,0.01206404909,21609.375,0.04112031971,21609.375,1.166605595,21609.375,0.02448473565,21609.375,0.03413807035
21632.8125,0.02361942063,21632.8125,0.01059637916,21632.8125,0.02141548592,21632.8125,0.4674569461,21632.8125,0.03021342116,21632.8125,0.03540326661
21656.25,0.03000234394,21656.25,0.01077217823,21656.25,0.01834616819,21656.25,1.215952144,21656.25,0.02889040428,21656.25,0.00623040452
21679.6875,0.01803701531,21679.6875,0.005639756014,21679.6875,0.005688707907,21679.6875,1.317187539,21679.6875,0.03623331154,21679.6875,0.01507899713
21703.125,0.01966566181,21703.125,0.01248885521,21703.125,0.02054016395,21703.125,1.484838612,21703.125,0.02021965211,21703.125,0.02417376868
21726.5625,0.02223024432,21726.5625,0.01356644263,21726.5625,0.04324170406,21726.5625,0.5105263053,21726.5625,0.01557803552,21726.5625,0.01365930295
21750,0.01987246493,21750,0.002938857842,21750,0.03403741937,21750,1.487940927,21750,0.009368160283,21750,0.02215381649
21773.4375,0.01616018617,21773.4375,0.01275786238,21773.4375,0.04818637211,21773.4375,0.4637205521,21773.4375,0.004130549172,21773.4375,0.003531624199
21796.875,0.00703199816,21796.875,0.01474156538,21796.875,0.0298133755,21796.875,0.2575105086,21796.875,0.01731739858,21796.875,0.00379811076
21820.3125,0.01407634964,21820.3125,0.01631010717,21820.3125,0.02640976243,21820.3125,0.8315577205,21820.3125,0.01242518897,21820.3125,0.006371341836
21843.75,0.01693554362,21843.75,0.004264409915,21843.75,0.03768866483,21843.75,1.081039921,21843.75,0.02708093881,21843.75,0.01605255608
