Frequency (Hz),Absolute Amplitude (a.u.)
5343.75,0.004576457945
5367.1875,0.0005802011495
5390.625,0.004423789854
5414.0625,0.002758007098
5437.5,0.004406199689
5460.9375,0.00314866244
5484.375,0.004733886111
5507.8125,0.003721303298
5531.25,0.003883089541
5554.6875,0.003234978796
5578.125,0.002297720603
5601.5625,0.001780709323
5625,0.001320026078
5648.4375,0.00128255633
5671.875,0.002792883099
5695.3125,0.004345210695
5718.75,0.002247843143
5742.1875,0.0005316071652
5765.625,0.00283395664
5789.0625,0.004862130513
5812.5,0.0009523815117
5835.9375,0.0038951262
5859.375,0.002516150602
5882.8125,0.002256445083
5906.25,0.003503284078
5929.6875,0.002905728987
5953.125,0.002415170703
5976.5625,0.003914643477
6000,0.004261389974
6023.4375,0.003289795715
6046.875,0.001917829373
6070.3125,0.004581150483
6093.75,0.00156188563
6117.1875,0.003843163315
6140.625,0.003271417518
6164.0625,0.008262361674
6187.5,0.00567789882
6210.9375,0.0008543289018
6234.375,0.004140544997
6257.8125,0.008236423633
6281.25,0.003027120076
6304.6875,0.001820676771
6328.125,0.004990074349
6351.5625,0.001056957714
6375,0.003209196012
6398.4375,0.002841112337
6421.875,0.005198082697
6445.3125,0.004037820555
6468.75,0.004733147813
6492.1875,0.004036662869
6515.625,0.00308408185
6539.0625,0.006208462877
6562.5,0.006152798078
6585.9375,0.003571017962
6609.375,0.003698527782
6632.8125,0.006168689567
6656.25,0.0120908101
6679.6875,0.005040507128
6703.125,0.006340995948
6726.5625,0.005241918743
6750,0.004645938624
6773.4375,0.00422441153
6796.875,0.007181839191
6820.3125,0.004830845029
6843.75,0.005527690353
6867.1875,0.006375934384
6890.625,0.001840574772
6914.0625,0.00304296853
6937.5,0.008843064402
6960.9375,0.005323635708
6984.375,0.002966566281
7007.8125,0.005715278047
7031.25,0.005170688781
7054.6875,0.003324935631
7078.125,0.002542635457
7101.5625,0.004858170622
7125,0.001811066429
7148.4375,0.003532963744
7171.875,0.0005505930866
7195.3125,0.003996655842
7218.75,0.003450890866
7242.1875,0.006815267131
7265.625,0.0002556272801
7289.0625,0.0003536406318
7312.5,0.0009389575077
7335.9375,0.005427078976
7359.375,0.004183945412
7382.8125,0.002253312818
7406.25,0.001362212938
7429.6875,0.001301940295
7453.125,0.003625757124
7476.5625,0.003341903473
7500,0.003236074778
7523.4375,0.001062239701
7546.875,0.003996319228
7570.3125,0.001873910387
7593.75,0.002132628008
7617.1875,0.002685114638
7640.625,0.003205053206
7664.0625,0.003033195673
7687.5,0.002759543431
7710.9375,0.002576744097
7734.375,0.002371955945
7757.8125,0.003366887622
7781.25,0.00132541762
7804.6875,0.001328477183
7828.125,0.00273952947
7851.5625,0.002697076587
7875,0.006334713286
7898.4375,0.003078033593
7921.875,0.0006049009948
7945.3125,0.00283962737
7968.75,0.00150584113
7992.1875,0.003777223221
8015.625,0.005031296033
8039.0625,0.004762390165
8062.5,0.00316141643
8085.9375,0.004710012843
8109.375,0.003809281784
8132.8125,0.00390205028
8156.25,0.007612422921
8179.6875,0.0006349068041
8203.125,0.003289749256
8226.5625,0.002581629388
8250,0.002022837204
8273.4375,0.002321131313
8296.875,0.002547067169
8320.3125,0.000720259467
8343.75,0.002894898695
8367.1875,0.006522314259
8390.625,0.001001485751
8414.0625,0.00544318309
8437.5,0.001078070056
8460.9375,0.006268984342
8484.375,0.00564992679
8507.8125,0.002978244604
8531.25,0.003192910555
8554.6875,0.002520090671
8578.125,0.003863682392
8601.5625,0.003804898079
8625,0.004163042495
8648.4375,0.004197822699
8671.875,0.00343526161
8695.3125,0.005046267515
8718.75,0.004626069501
8742.1875,0.002392222453
8765.625,0.003553506086
8789.0625,0.003807603535
8812.5,0.002152929576
8835.9375,0.003842524103
8859.375,0.002311119241
8882.8125,0.002522134335
8906.25,0.002535334351
8929.6875,0.003834962356
8953.125,0.001216558405
8976.5625,0.005574607563
9000,0.003390073027
9023.4375,0.002675747788
9046.875,0.004446495361
9070.3125,0.003750073697
9093.75,0.005557422247
9117.1875,0.005503931946
9140.625,0.00267771795
9164.0625,0.003336198588
9187.5,0.004939760377
9210.9375,0.003116825326
9234.375,0.003710251882
9257.8125,0.0008997622917
9281.25,0.002755071789
9304.6875,0.00307170091
9328.125,0.003785502283
9351.5625,0.0003521930781
9375,0.000399194964
9398.4375,0.003313734162
9421.875,0.004075968912
9445.3125,0.004093610899
9468.75,0.003501392296
9492.1875,0.003724018123
9515.625,0.001383078439
9539.0625,0.001520333161
9562.5,0.001300751444
9585.9375,0.002680897553
9609.375,0.002522530156
9632.8125,0.002335343185
9656.25,0.003290009782
9679.6875,0.004111588175
9703.125,0.001099819228
9726.5625,0.003968692029
9750,0.001512176853
9773.4375,0.009037014408
9796.875,0.00169065747
9820.3125,0.005221981639
9843.75,0.0002793778085
9867.1875,0.003798347465
9890.625,0.002493758379
9914.0625,0.00211611353
9937.5,0.001230566361
9960.9375,0.002405849219
9984.375,0.002945433443
10007.8125,0.005777048806
10031.25,0.002073174671
10054.6875,0.002356180359
10078.125,0.001543433165
10101.5625,0.004055064816
10125,0.0002571918279
10148.4375,0.002378393789
10171.875,0.003082231404
10195.3125,0.001925518643
10218.75,0.001442485325
10242.1875,0.001167633194
10265.625,0.002627780103
10289.0625,0.0007148961883
10312.5,0.002195946832
10335.9375,0.001213810312
10359.375,0.0006810366897
10382.8125,0.0009793120498
10406.25,0.001850077759
10429.6875,0.001848358445
10453.125,0.001704500713
10476.5625,0.003328063402
10500,0.001004185608
10523.4375,0.003565837799
10546.875,0.0004251069762
10570.3125,0.001248887465
10593.75,0.001604920078
10617.1875,0.00209681143
10640.625,0.00206200315
10664.0625,0.0006661351081
10687.5,0.002139551663
10710.9375,0.002233238977
10734.375,0.002832666797
10757.8125,0.002127811096
10781.25,0.003317275949
10804.6875,0.002453284359
10828.125,0.002487804091
10851.5625,0.002864506854
10875,0.00275149364
10898.4375,0.002608379463
10921.875,0.002456881378
10945.3125,0.00198362747
10968.75,0.002776290183
10992.1875,0.002228419588
11015.625,0.001000821993
11039.0625,0.001332934868
11062.5,0.001142348102
11085.9375,0.001298345227
11109.375,0.0009770226105
11132.8125,0.005040774404
11156.25,0.0008096559435
11179.6875,0.0001883202217
11203.125,0.001250707999
11226.5625,0.001001726225
11250,0.001168435432
11273.4375,0.0008765452576
11296.875,0.001652870859
11320.3125,0.005576546553
11343.75,0.001168165824
11367.1875,0.002018484692
11390.625,0.002575017504
11414.0625,0.002447028086
11437.5,0.00313516277
11460.9375,0.002923747143
11484.375,0.0005192988769
11507.8125,0.00245435628
11531.25,0.001225326202
11554.6875,0.0007251536769
11578.125,0.001358086384
11601.5625,0.001725295918
11625,0.0033619152
11648.4375,0.001018929754
11671.875,0.002160630858
11695.3125,0.001030698758
11718.75,0.003549404399
11742.1875,0.001803290731
11765.625,0.003467361727
11789.0625,0.002704237425
11812.5,0.002708529121
11835.9375,0.00146167621
11859.375,0.003710772858
11882.8125,0.00143929768
11906.25,0.003537099442
11929.6875,0.001414004197
11953.125,0.002724455009
11976.5625,0.002787723082
12000,0.003089761291
12023.4375,0.001408724583
12046.875,0.001740349486
12070.3125,0.003363799455
12093.75,0.0009269111183
12117.1875,0.00174116016
12140.625,0.002853308813
12164.0625,0.001850623746
12187.5,0.002404042444
12210.9375,0.004468255574
12234.375,0.002761621772
12257.8125,0.002760800925
12281.25,0.003106137496
12304.6875,0.001066996332
12328.125,0.0008163226921
12351.5625,0.001690735739
12375,0.001698753069
12398.4375,0.001630828211
12421.875,0.004711550948
12445.3125,0.002396455692
12468.75,0.0006151905097
12492.1875,0.001319286498
12515.625,0.003498748409
12539.0625,0.004117287172
12562.5,0.00228347539
12585.9375,0.004056195424
12609.375,0.002837464669
12632.8125,0.005269386564
12656.25,0.0034376548
12679.6875,0.001758345603
12703.125,0.003077458743
12726.5625,0.00361311862
12750,0.004904435863
12773.4375,0.001913790036
12796.875,0.001400956336
12820.3125,0.0002888527665
12843.75,0.001021710398
12867.1875,0.001888122315
12890.625,0.002522950508
12914.0625,0.00204388725
